"rerooted_tree.tip.label","dates","tip_heights"
"FJ391290_2003.95833333333",2003.95833333333,0.0783345565400165
"FJ391365_2007.08333333333",2007.08333333333,0.0863375765400165
"FJ391259_2001.14166666667",2001.14166666667,0.0667177765400165
"FJ391280_2002.86111111111",2002.86111111111,0.0899379465400165
"FJ391283_2002.94722222222",2002.94722222222,0.0780771565400165
"FJ391355_2007.11388888889",2007.11388888889,0.0780223965400165
"FJ391334_2005.13888888889",2005.13888888889,0.0704897565400165
"FJ391287_2003.00833333333",2003.00833333333,0.0667614865400165
"FJ391275_2002.125",2002.125,0.0667613065400165
"FJ391245_2000.13888888889",2000.13888888889,0.0591290365400165
"FJ391239_2000.08888888889",2000.08888888889,0.0591290365400165
"FJ391238_2000.04722222222",2000.04722222222,0.0591290365400165
"FJ391253_2001.06388888889",2001.06388888889,0.0629215065400165
"FJ391367_2007.19444444444",2007.19444444444,0.0871347865400165
"FJ391368_2007.16666666667",2007.16666666667,0.0871347865400165
"FJ391319_2005",2005,0.0824650465400165
"FJ391308_2005.00833333333",2005.00833333333,0.0824650565400165
"FJ391341_2006.18333333333",2006.18333333333,0.0819355365400165
"FJ391303_2004.14722222222",2004.14722222222,0.0743669465400165
"FJ391292_2004.05555555556",2004.05555555556,0.0743669465400165
"FJ391271_2002.07777777778",2002.07777777778,0.0782218865400165
"FJ391281_2002.91111111111",2002.91111111111,0.0743669465400165
"FJ391459_2005.16666666667",2005.16666666667,0.0743669465400165
"FJ391254_2001.09444444444",2001.09444444444,0.0743669465400165
"FJ391270_2002.11944444444",2002.11944444444,0.0743669465400165
"FJ391344_2006.21111111111",2006.21111111111,0.0782321265400164
"FJ391241_2000.10277777778",2000.10277777778,0.0782449365400164
"FJ391328_2005.10555555556",2005.10555555556,0.0979191765400164
"FJ391356_2007.13611111111",2007.13611111111,0.0979614065400164
"FJ391372_2007.08333333333",2007.08333333333,0.0979614065400164
"FJ391329_2005.12222222222",2005.12222222222,0.0940502865400164
"FJ391332_2005.12222222222",2005.12222222222,0.0901878565400164
"FJ391315_2005.05277777778",2005.05277777778,0.0901878565400164
"FJ391322_2005.07777777778",2005.07777777778,0.0901912765400164
"FJ391317_2005",2005,0.0901878565400164
"FJ391337_2006.04166666667",2006.04166666667,0.0781951765400165
"FJ391347_2006.275",2006.275,0.0781971765400165
"FJ391274_2002.09722222222",2002.09722222222,0.0859939265400164
"FJ391237_2000.96388888889",2000.96388888889,0.0704314265400165
"FJ391252_2001.05",2001.05,0.0743483765400164
"FJ391340_2006.13333333333",2006.13333333333,0.0858147365400165
"FJ391261_2001.16666666667",2001.16666666667,0.0741305065400165
"FJ391266_2001.25",2001.25,0.0741404565400165
"FJ391260_2001.16944444444",2001.16944444444,0.0741480965400165
"FJ391265_2001.25277777778",2001.25277777778,0.0666575865400165
"FJ391278_2002.25",2002.25,0.0703594165400165
"FJ391302_2004.12222222222",2004.12222222222,0.0668930965400165
"FJ391293_2004.05277777778",2004.05277777778,0.0707410565400165
"FJ391352_2007.10277777778",2007.10277777778,0.0706970465400165
"FJ391345_2006.24444444444",2006.24444444444,0.0744832565400165
"FJ391346_2006.27222222222",2006.27222222222,0.0744832565400165
"FJ391242_2000.13888888889",2000.13888888889,0.0591290365400165
"FJ391269_2001.21388888889",2001.21388888889,0.0705654465400165
"FJ391247_2000.21388888889",2000.21388888889,0.0591290365400165
