"rerooted_tree.tip.label","dates","tip_heights"
"FJ391453_2002.91944444444",2002.91944444444,0.0731162534599835
"FJ391456_2002.96388888889",2002.96388888889,0.0770950734599835
"FJ391451_2002.89166666667",2002.89166666667,0.0731162534599835
"FJ391447_2000.21944444444",2000.21944444444,0.0648693834599835
"FJ391374_2001.04722222222",2001.04722222222,0.0471815834599835
"FJ391438_2007.07777777778",2007.07777777778,0.0802591734599835
"FJ391426_2007.03055555556",2007.03055555556,0.0765385434599835
"FJ391436_2007.03888888889",2007.03888888889,0.0765325734599835
"FJ391378_2000.12777777778",2000.12777777778,0.0674616534599835
"FJ391419_2006.91666666667",2006.91666666667,0.0799463634599835
"FJ391424_2007.00555555556",2007.00555555556,0.0759611034599835
"FJ391432_2007.17777777778",2007.17777777778,0.0759611034599835
"FJ391442_2007.06944444444",2007.06944444444,0.0841123734599835
"FJ391443_2007.06111111111",2007.06111111111,0.0967376934599835
"FJ391408_2005.01388888889",2005.01388888889,0.0977888734599835
"FJ391440_2007.20833333333",2007.20833333333,0.109344763459984
"FJ391399_2002.23611111111",2002.23611111111,0.0761291934599835
"FJ391391_2001.26111111111",2001.26111111111,0.0592184134599835
"FJ391388_2001.2",2001.2,0.0673793234599835
"FJ391389_2001.16666666667",2001.16666666667,0.0716185334599835
"FJ391416_2006.25",2006.25,0.0801735434599835
"FJ391435_2007.03888888889",2007.03888888889,0.0757715434599835
"FJ391404_2004.12777777778",2004.12777777778,0.0752741434599835
"FJ391407_2004.25",2004.25,0.0750956134599835
"FJ391379_2000.21944444444",2000.21944444444,0.0671495234599835
"FJ391394_2001.91666666667",2001.91666666667,0.0711149334599835
"FJ391376_2000.03333333333",2000.03333333333,0.0632183534599835
"FJ391256_2001.11388888889",2001.11388888889,0.0619572665400165
"FJ391295_2004.1",2004.1,0.0629270965400165
"FJ391272_2002.07777777778",2002.07777777778,0.0629270965400165
"FJ391299_2004.23611111111",2004.23611111111,0.0629270965400165
"FJ391257_2001.125",2001.125,0.0629270965400165
"FJ391276_2002.19722222222",2002.19722222222,0.0629270965400165
"FJ391298_2004.19722222222",2004.19722222222,0.0704651065400165
"FJ391291_2004.01111111111",2004.01111111111,0.0742419265400165
"FJ391361_2007.15555555556",2007.15555555556,0.0782794665400165
"FJ391309_2005",2005,0.0819546165400165
"FJ391314_2005.04722222222",2005.04722222222,0.0788002365400165
"FJ391342_2006.18611111111",2006.18611111111,0.0629270965400165
"FJ391249_2000.94722222222",2000.94722222222,0.0629270965400165
"FJ391371_2007.06388888889",2007.06388888889,0.0705060865400165
"FJ391286_2002.99444444444",2002.99444444444,0.0629270965400165
"FJ391321_2005.07777777778",2005.07777777778,0.0629270965400165
"FJ391268_2001.27222222222",2001.27222222222,0.0629270965400165
"FJ391246_2000.18333333333",2000.18333333333,0.0629270965400165
"FJ391294_2004.06111111111",2004.06111111111,0.0783345565400165
