"tr.tip.label","dates","tip_depth"
"KC175386_2010.22777777778",2010.22777777778,0.01017699
"KC409303_2010.20277777778",2010.20277777778,0.01243424
"KC409311_2009.73333333333",2009.73333333333,0.02522954
"KC175402_2009.58611111111",2009.58611111111,0.0175571600105302
"KC409278_2009.78611111111",2009.78611111111,0.0122900700105302
"KC409245_2009.47222222222",2009.47222222222,0.0102046000105302
"KC409251_2009.69166666667",2009.69166666667,0.00832919001053022
"KC175355_2009.58888888889",2009.58888888889,0.00895556001053022
"KC175390_2009.36944444444",2009.36944444444,0.0108520400105302
"JQ911595_2009.17777777778",2009.17777777778,0.00703870001053022
"KC175354_2009.58888888889",2009.58888888889,0.0103962700105302
"KC175353_2009.55",2009.55,0.00851606001053021
"KC175401_2009.58611111111",2009.58611111111,0.0103961900105302
"KC175351_2009.51944444444",2009.51944444444,0.0110195100105302
"KC175345_2009.41111111111",2009.41111111111,0.0116429800105302
"JQ911596_2009.26111111111",2009.26111111111,0.0103966300105302
"KC175344_2009.38888888889",2009.38888888889,0.0103963300105302
"KC409291_2009.98888888889",2009.98888888889,0.00914257001053023
"KC175372_2009.825",2009.825,0.00788713001053022
"KC175365_2009.70277777778",2009.70277777778,0.00913845001053022
"JQ911597_2009.51111111111",2009.51111111111,0.0116411100105302
"KC175342_2009.36944444444",2009.36944444444,0.00972689001053022
"KC409239_2009.54444444444",2009.54444444444,0.0135328800105302
"JQ911598_2009.36944444444",2009.36944444444,0.0122890100105302
"KC409306_2009.425",2009.425,0.0129133500105302
"KC409255_2009.70833333333",2009.70833333333,0.00788468001053021
"KC409298_2010.14722222222",2010.14722222222,0.0053175400105302
"KC409295_2010.06944444444",2010.06944444444,0.0059691400105302
"KC409296_2010.075",2010.075,0.00596915001053019
"KC409294_2010.01388888889",2010.01388888889,0.0110377900105302
"KC409253_2009.70555555556",2009.70555555556,0.00914515001053021
"KC409257_2009.71111111111",2009.71111111111,0.0129113500105302
"KC409252_2009.70555555556",2009.70555555556,0.0116635200105302
"KC409276_2009.78333333333",2009.78333333333,0.0110373400105302
"KC175343_2009.38888888889",2009.38888888889,0.0122875600105302
"KC409317_2009.83055555556",2009.83055555556,0.0065604200105302
"KC175360_2009.65555555556",2009.65555555556,0.00915080001053019
"KC409289_2009.91388888889",2009.91388888889,0.0066280500105302
"KC409310_2009.56111111111",2009.56111111111,0.0103997100105302
"KC409284_2009.84444444444",2009.84444444444,0.00789588001053021
"KC175371_2009.82222222222",2009.82222222222,0.00789588001053021
"KC409274_2009.78055555556",2009.78055555556,0.0110410600105302
"KC409273_2009.77777777778",2009.77777777778,0.0097927000105302
"KC175410_2009.68888888889",2009.68888888889,0.0104188400105302
"KC409259_2009.71944444444",2009.71944444444,0.0097965900105302
"KC175405_2009.66666666667",2009.66666666667,0.0091704800105302
"KC409270_2009.76388888889",2009.76388888889,0.0097959700105302
"KC409280_2009.80277777778",2009.80277777778,0.0097945300105302
"KC409254_2009.70555555556",2009.70555555556,0.0104188100105302
"KC175389_2009.36111111111",2009.36111111111,0.0116641900105302
"KC409304_2009.4",2009.4,0.0116641900105302
"KC409307_2009.43611111111",2009.43611111111,0.0110383100105302
"KC175379_2009.95277777778",2009.95277777778,0.0072658800105302
"KC175368_2009.725",2009.725,0.0091697300105302
"KC175396_2009.46666666667",2009.46666666667,0.00849771001053021
"KC409313_2009.75",2009.75,0.00914843001053021
"KC175349_2009.44166666667",2009.44166666667,0.0104134100105302
"KC960615_2009.78055555556",2009.78055555556,0.0072383300105302
"KC175393_2009.41111111111",2009.41111111111,0.00915951001053021
"KC175350_2009.51111111111",2009.51111111111,0.0072670700105302
"KC175394_2009.41666666667",2009.41666666667,0.0104069600105302
"KC175391_2009.38611111111",2009.38611111111,0.0104069600105302
"KC409297_2010.08888888889",2010.08888888889,0.0085095800105302
"KC409312_2009.74166666667",2009.74166666667,0.0104119800105302
"KC175375_2009.88333333333",2009.88333333333,0.00978489001053021
"KC175362_2009.67222222222",2009.67222222222,0.0116605700105302
"KC175369_2009.78055555556",2009.78055555556,0.0110373000105302
"KC409283_2009.83333333333",2009.83333333333,0.0110373000105302
"KC409258_2009.71944444444",2009.71944444444,0.0122837100105302
"KC175356_2009.59722222222",2009.59722222222,0.0122837100105302
"KC409277_2009.78333333333",2009.78333333333,0.0110363500105302
"KC175404_2009.66388888889",2009.66388888889,0.0110383000105302
"KC175367_2009.70833333333",2009.70833333333,0.0110360400105302
"KC409318_2009.83888888889",2009.83888888889,0.00916109001053021
"KC409314_2009.75",2009.75,0.00978438001053021
"KC409244_2010.32222222222",2010.32222222222,0.00978438001053021
"KC409316_2009.76111111111",2009.76111111111,0.00978438001053021
"KC409269_2009.76388888889",2009.76388888889,0.0122837100105302
"KC409300_2010.17222222222",2010.17222222222,0.0104139800105302
"KC409315_2009.76111111111",2009.76111111111,0.0104139900105302
"KC175358_2009.63611111111",2009.63611111111,0.0110371500105302
"KC175366_2009.70555555556",2009.70555555556,0.0110371500105302
"KC175364_2009.7",2009.7,0.0116604800105302
"KC175400_2009.58055555556",2009.58055555556,0.0116606500105302
"KC409290_2009.97777777778",2009.97777777778,0.00853055001053021
"KC409286_2009.86388888889",2009.86388888889,0.0097908900105302
"KC409288_2009.87777777778",2009.87777777778,0.0104130600105302
"KC409302_2010.20277777778",2010.20277777778,0.00893492999999999
"KC409242_2010.28611111111",2010.28611111111,0.00577345999999999
"KC409243_2010.3",2010.3,0.00767153
"KC409301_2010.19444444444",2010.19444444444,0.00450621999999999
"KC175380_2010.04722222222",2010.04722222222,0.00577935
"KC175387_2010.23055555556",2010.23055555556,0.00451601
"KC175383_2010.15277777778",2010.15277777778,0.00641923999999999
"KC960616_2010.06388888889",2010.06388888889,0.00705232
"KC409299_2010.16944444444",2010.16944444444,0.00195836000000001
"KC409241_2010.28611111111",2010.28611111111,0
